Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event,Date,Name,Country,Month,Experience Dive,Experience Discipline
33,Vanessa Estol (URY),2.0,2.0,,00:00,50,50 m NR,WHITE,50,Ok,AIDA Azul freediving Challenge - May 2023 edition,Depth Competition,2023-05-27,other,2023-05-27,Vanessa Estol,URY,5,5,4
28,Vanessa Falciola (CHE),2.0,2.0,1.0,16:03,20,20 m,WHITE,20.0,Ok,AIDA Swiss Freediving Championship 2022 - Depth Competition,Depth Competition,2022-08-20,other,2022-08-20,Vanessa Falciola,CHE,8,1,1
30,Vanessa Mac Donald (FRA),2.0,3.0,,00:00,45,45 m,WHITE,45.0,OK,Nice Abyss Contest,Depth Competition,2009-09-16,NAC,2009-09-16,Vanessa Mac Donald,FRA,9,1,1
26,Vanessa Perret (FRA),2.0,3.0,,00:00,56,56 m,WHITE,56.0,OK,Nice Abyss Contest 2014,Depth Competition,2014-06-12,NAC,2014-06-12,Vanessa Perret,FRA,6,1,1
27,Vanessa Perret (FRA),2.0,3.0,,00:00,60,15 m,YELLOW,-30.0,PEN,Nice Abyss Contest 2014,Depth Competition,2014-06-12,NAC,2014-06-12,Vanessa Perret,FRA,6,2,2
12,Varvara Liotsou (GRC),2.0,3.0,,00:00,6,6 m,WHITE,6.0,OK,Sougia depth competition,Depth Competition,2010-09-05,other,2010-09-05,Varvara Liotsou,GRC,9,1,1
9,Vasiliki Zafeiratou (GRC),2.0,3.0,,00:00,41,41 m,WHITE,41.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-01,other,2018-09-01,Vasiliki Zafeiratou,GRC,9,1,1
16,Vasiliki Zafeiratou (GRC),2.0,3.0,,00:00,45,45 m,WHITE,45.0,-,"AIDA Hellas, Summer Apnea Games 2018",Depth Competition,2018-09-02,other,2018-09-02,Vasiliki Zafeiratou,GRC,9,2,2
2,Vasiliki Zafeiratou (GRC),2.0,3.0,,00:00,42,42 m,WHITE,42.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18,other,2018-09-18,Vasiliki Zafeiratou,GRC,9,3,3
4,Vasiliki Zafeiratou (GRC),2.0,3.0,,00:00,46,46 m,WHITE,46.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19,other,2018-09-19,Vasiliki Zafeiratou,GRC,9,4,4
4,Vasiliki Zafeiratou (GRC),2.0,3.0,,00:00,50,43 m,YELLOW,35.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-20,other,2018-09-20,Vasiliki Zafeiratou,GRC,9,5,5
96,Vedrana Vidovic (HRV),2.0,3.0,,00:00,40,40 m,WHITE,40.0,OK,AIDA Hellas 2005 Summer Apnea Games,Mixed Competition,2005-07-09,other,2005-07-09,Vedrana Vidovic,HRV,7,1,1
13,Vedrana Vidovic (HRV),2.0,2.0,,00:00,46,46 m,WHITE,46.0,OK,Summer Apnea Games 2007 - In Memory of Dimitris Vassilakis,Depth Competition,2007-10-07,other,2007-10-07,Vedrana Vidovic,HRV,10,2,1
19,Vedrana Vidovic (HRV),2.0,3.0,,00:00,55,55 m,WHITE,55.0,OK,Triple Depth 2008,Depth Competition,2008-06-10,other,2008-06-10,Vedrana Vidovic,HRV,6,3,2
20,Vedrana Vidovic (HRV),2.0,1.0,,00:00,36,23 m,YELLOW,9.0,PEN,Triple Depth 2008,Depth Competition,2008-06-10,other,2008-06-10,Vedrana Vidovic,HRV,6,4,1
21,Vedrana Vidovic (HRV),2.0,2.0,,00:00,47,47 m,WHITE,47.0,OK,Triple Depth 2008,Depth Competition,2008-06-10,other,2008-06-10,Vedrana Vidovic,HRV,6,5,2
18,Vedrana Vidovic (HRV),2.0,3.0,,00:00,47,47 m,WHITE,47.0,OK,Rab Dive Off 2009,Depth Competition,2009-07-03,other,2009-07-03,Vedrana Vidovic,HRV,7,6,3
19,Vedrana Vidovic (HRV),2.0,2.0,,00:00,45,45 m,WHITE,45.0,OK,Rab Dive Off 2009,Depth Competition,2009-07-03,other,2009-07-03,Vedrana Vidovic,HRV,7,7,3
3,Vedrana Vidovic (HRV),2.0,3.0,,00:00,51,51 m,WHITE,51.0,OK,5th Mediterranean World Cup,Depth Competition,2012-06-06,World Championship,2012-06-06,Vedrana Vidovic,HRV,6,8,4
2,Vedrana Vidovic (HRV),2.0,3.0,,00:00,52,52 m,WHITE,52.0,OK,Pakostane Deep challenge,Depth Competition,2012-08-04,other,2012-08-04,Vedrana Vidovic,HRV,8,9,5
12,Veera Lopez-Lehto (FIN),2.0,3.0,,00:00,35,35 m,WHITE,35.0,OK,Asikkala Depth Challenge 2010,Depth Competition,2010-08-01,other,2010-08-01,Veera Lopez-Lehto,FIN,8,1,1
6,Veera Lopez-Lehto (FIN),2.0,2.0,,00:00,43,43 m,WHITE,43.0,OK,Asikkala Depth Challenge 2011,Depth Competition,2011-07-24,other,2011-07-24,Veera Lopez-Lehto,FIN,7,2,1
3,Veera Lopez-Lehto (FIN),2.0,1.0,,00:00,33,33 m,WHITE,33.0,OK,Asikkala Depth Challenge 2012,Depth Competition,2012-07-29,other,2012-07-29,Veera Lopez-Lehto,FIN,7,3,1
161,Veera Lopez-Lehto (FIN),2.0,3.0,,00:00,61,61 m NR,WHITE,61.0,OK,World Championship 2012,World Championship,2012-09-09,World Championship,2012-09-09,Veera Lopez-Lehto,FIN,9,4,2
8,Veera Lopez-Lehto (FIN),2.0,1.0,,00:00,30,30 m,WHITE,30.0,-,AtlanticFreediving Cup 2017,Depth Competition,2017-10-14,other,2017-10-14,Veera Lopez-Lehto,FIN,10,5,2
7,Veera Lopez-Lehto (FIN),2.0,2.0,,00:00,40,40 m,WHITE,40.0,-,AtlanticFreediving Cup 2017,Depth Competition,2017-10-15,other,2017-10-15,Veera Lopez-Lehto,FIN,10,6,2
9,Vendula Strachotová (CZE),2.0,3.0,,00:00,51,51 m,WHITE,51.0,OK,NAUTICA Cool Down 2014,Depth Competition,2014-07-05,other,2014-07-05,Vendula Strachotová,CZE,7,1,1
134,Vendula Strachotová (CZE),2.0,3.0,,00:00,62,62 m,WHITE,62.0,OK,AIDA Team World Championships 2014,World Championship,2014-09-19,World Championship,2014-09-19,Vendula Strachotová,CZE,9,2,2
4,Vendula Strachotová (CZE),2.0,3.0,,00:00,68,68 m,WHITE,68.0,Ok,AIDA Kalamata Open Games,Depth Competition,2019-08-28,other,2019-08-28,Vendula Strachotová,CZE,8,3,3
12,Vendula Strachotová (CZE),2.0,3.0,,00:00,57,57 m,WHITE,57.0,Ok,"AIDA ADRIATIC DEPTH TROPHY - Croatian, Slovenian, Serbian and Hungarian OPEN National Championship",Depth Competition,2020-09-11,other,2020-09-11,Vendula Strachotová,CZE,9,4,4
11,Vendula Strachotová (CZE),2.0,2.0,,00:00,52,52 m,WHITE,52.0,Ok,"AIDA ADRIATIC DEPTH TROPHY - Croatian, Slovenian, Serbian and Hungarian OPEN National Championship",Depth Competition,2020-09-12,other,2020-09-12,Vendula Strachotová,CZE,9,5,1
24,Vera Burkard (CHE),2.0,3.0,,00:00,34,34 m,WHITE,34.0,OK,Swiss Championship Lake,Depth Competition,2014-08-23,other,2014-08-23,Vera Burkard,CHE,8,1,1
25,Vera Burkard (CHE),2.0,2.0,,00:00,25,25 m,WHITE,25.0,OK,Swiss Championship Lake,Depth Competition,2014-08-23,other,2014-08-23,Vera Burkard,CHE,8,2,1
20,Vera Burkard (CHE),2.0,3.0,,00:00,39,39 m,WHITE,39.0,OK,Swiss Championship 2015 Lake of Zurich,Depth Competition,2015-08-15,other,2015-08-15,Vera Burkard,CHE,8,3,2
21,Vera Burkard (CHE),2.0,2.0,,00:00,34,34 m,WHITE,34.0,OK,Swiss Championship 2015 Lake of Zurich,Depth Competition,2015-08-15,other,2015-08-15,Vera Burkard,CHE,8,4,2
3,Vera Burkard (CHE),2.0,2.0,,00:00,34,34 m,WHITE,34.0,-,Swiss Championship Lake 2017,Depth Competition,2017-08-26,other,2017-08-26,Vera Burkard,CHE,8,5,3
15,Vera Burkard (CHE),2.0,3.0,,00:00,41,41 m,WHITE,41.0,-,Swiss Championship Lake 2017,Depth Competition,2017-08-26,other,2017-08-26,Vera Burkard,CHE,8,6,3
16,Vera Burkard (CHE),2.0,3.0,,00:00,45,45 m,WHITE,45.0,-,Swiss Championship Lake 2018,Depth Competition,2018-08-25,other,2018-08-25,Vera Burkard,CHE,8,7,4
37,Vera Giampietro (CHE),2.0,2.0,,00:00,45,45 m,WHITE,45.0,-,Red C cup (11th Edition),Mixed Competition,2018-08-27,other,2018-08-27,Vera Giampietro,CHE,8,1,1
34,Vera Giampietro (CHE),2.0,3.0,,00:00,49,49 m,WHITE,49.0,-,Red C cup (11th Edition),Mixed Competition,2018-08-28,other,2018-08-28,Vera Giampietro,CHE,8,2,1
40,Vera Giampietro (CHE),2.0,3.0,,00:00,51,51 m,WHITE,51.0,-,Red C cup (11th Edition),Mixed Competition,2018-08-30,other,2018-08-30,Vera Giampietro,CHE,8,3,2
11,Vera Giampietro (CHE),2.0,2.0,,00:00,60,60 m,WHITE,60.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-23,World Championship,2020-09-23,Vera Giampietro,CHE,9,4,2
13,Vera Giampietro (CHE),2.0,3.0,,00:00,63,63 m,WHITE,63.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25,World Championship,2020-09-25,Vera Giampietro,CHE,9,5,3
9,Vera Giampietro (CHE),2.0,1.0,,00:00,41,41 m,WHITE,41.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26,World Championship,2020-09-26,Vera Giampietro,CHE,9,6,1
10,Vera Giampietro (CHE),2.0,2.0,1.0,17:30,65,65 m,RED,0.0,Dqairways,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18,other,2020-10-18,Vera Giampietro,CHE,10,7,3
12,Vera Giampietro (CHE),2.0,3.0,,00:00,65,65 m,WHITE,65.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-22,other,2020-10-22,Vera Giampietro,CHE,10,8,4
5,Vera Giampietro (CHE),2.0,2.0,,00:00,62,62 m,WHITE,62.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-11-24,World Championship,2020-11-24,Vera Giampietro,CHE,11,9,4
6,Vera Giampietro (CHE),2.0,3.0,,00:00,67,67 m,RED,0.0,Dqsp,AIDA FreedivingWorld Competition,Depth Competition,2020-11-26,World Championship,2020-11-26,Vera Giampietro,CHE,11,10,5
1,Vera Giampietro (CHE),2.0,3.0,,00:00,69,69 m NR,WHITE,69.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-11-27,World Championship,2020-11-27,Vera Giampietro,CHE,11,11,6
18,Vera Giampietro (CHE),2.0,2.0,,00:00,60,60 m,WHITE,60.0,Ok,AIDA WORLD CHAMPIONSHIPS PRE-COMPETITION ANDIKAT INTERREG V-A,Depth Competition,2021-09-12,World Championship,2021-09-12,Vera Giampietro,CHE,9,12,5
40,Vera Giampietro (CHE),2.0,1.0,,00:00,42,42 m,WHITE,42.0,Ok,AIDA WORLD CHAMPIONSHIPS PRE-COMPETITION ANDIKAT INTERREG V-A,Depth Competition,2021-09-17,World Championship,2021-09-17,Vera Giampietro,CHE,9,13,2
22,Vera Giampietro (CHE),2.0,2.0,1.0,11:00,63,43 m,YELLOW,22.0,"Rpap,no tag,rp<ap",Depth World Championship,Depth Competition,2021-09-24,World Championship,2021-09-24,Vera Giampietro,CHE,9,14,6
4,Vera Giampietro (CHE),2.0,1.0,,00:00,43,43 m,WHITE,43.0,Ok,Depth World Championship,Depth Competition,2021-09-26,World Championship,2021-09-26,Vera Giampietro,CHE,9,15,3
8,Vera Giampietro (CHE),2.0,3.0,1.0,09:10,63,63 m,WHITE,63.0,Ok,Depth World Championship,Depth Competition,2021-09-28,World Championship,2021-09-28,Vera Giampietro,CHE,9,16,7
18,Vera Giampietro (CHE),2.0,2.0,1.0,09:55,63,63 m,WHITE,63.0,Ok,Depth World Championship,Depth Competition,2021-09-30,World Championship,2021-09-30,Vera Giampietro,CHE,9,17,7
28,Vera Giampietro (CHE),2.0,1.0,1.0,14:32,45,45 m,WHITE,45.0,Ok,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-23,World Championship,2022-10-23,Vera Giampietro,CHE,10,18,4
14,Vera Giampietro (CHE),2.0,2.0,1.0,12:28,65,65 m NR,WHITE,65.0,Ok,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-24,World Championship,2022-10-24,Vera Giampietro,CHE,10,19,8
22,Vera Giampietro (CHE),2.0,1.0,1.0,13:54,47,47 m NR,WHITE,47.0,Ok,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-26,World Championship,2022-10-26,Vera Giampietro,CHE,10,20,5
15,Vera Victoria Vazharova (BGR),2.0,2.0,,00:00,26,26 m,WHITE,26.0,Ok,Deepspot Aida Mini Comp,Depth Competition,2023-02-16,other,2023-02-16,Vera Victoria Vazharova,BGR,2,1,1
30,Vered Ben Yaakov (ISR),2.0,3.0,,00:00,30,30 m,WHITE,30.0,OK,FDI National Freediving Competition,Mixed Competition,2005-11-26,other,2005-11-26,Vered Ben Yaakov,ISR,11,1,1
2,Vered Dekel (ISR),2.0,3.0,,00:00,47,47 m,WHITE,47.0,-,Free 2 be,Depth Competition,2016-09-23,other,2016-09-23,Vered Dekel,ISR,9,1,1
1,Vered Dekel (ISR),2.0,3.0,,00:00,51,51 m,WHITE,51.0,NR,Free 2 be,Depth Competition,2016-09-24,other,2016-09-24,Vered Dekel,ISR,9,2,2
1,Verena Hoelzer (DEU),2.0,3.0,,00:00,35,35 m,YELLOW,29.0,"Early,grab",Depth World Championship,Depth Competition,2021-10-21,World Championship,2021-10-21,Verena Hoelzer,DEU,10,1,1
1,Verena Hoelzer (DEU),2.0,3.0,,00:00,38,38 m,WHITE,38.0,Ok,Depth World Championship,Depth Competition,2021-10-24,World Championship,2021-10-24,Verena Hoelzer,DEU,10,2,2
4,Verena Hoelzer (DEU),2.0,3.0,,00:00,39,39 m,WHITE,39.0,Ok,Kalamata Depth Contest AIDA - September 2022,Depth Competition,2022-09-30,other,2022-09-30,Verena Hoelzer,DEU,9,3,3
56,Veronica Narvaez (VEN),2.0,3.0,,00:00,15,15 m,WHITE,15.0,OK,National Individual Championships 2006,Mixed Competition,2006-05-26,other,2006-05-26,Veronica Narvaez,VEN,5,1,1
24,Veronika Kruse (DEU),2.0,1.0,1.0,12:50,35,35 m,WHITE,35.0,Ok,AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-10,other,2023-06-10,Veronika Kruse,DEU,6,1,1
21,Veronika Kruse (DEU),2.0,2.0,1.0,12:40,45,45 m,WHITE,45.0,Ok,AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-14,other,2023-06-14,Veronika Kruse,DEU,6,2,1
22,Veronika Kruse (DEU),2.0,3.0,1.0,12:40,50,50 m,WHITE,50.0,Ok,AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-16,other,2023-06-16,Veronika Kruse,DEU,6,3,1
25,Veronika Stedrova (CZE),2.0,1.0,,00:00,37,37 m,WHITE,37.0,OK,Cool Down 2018 (lake),Depth Competition,2018-07-07,other,2018-07-07,Veronika Stedrova,CZE,7,1,1
2,Veronika Stedrova (CZE),2.0,2.0,,00:00,49,49 m,WHITE,49.0,Ok,Infinity Depth Games 5,Depth Competition,2019-10-13,other,2019-10-13,Veronika Stedrova,CZE,10,2,1
3,Veronika Stedrova (CZE),2.0,2.0,,00:00,52,52 m,RED,0.0,Dqsp,Infinity Depth Games 5,Depth Competition,2019-10-15,other,2019-10-15,Veronika Stedrova,CZE,10,3,2
22,Veronika Stedrova (CZE),2.0,2.0,,00:00,51,51 m,WHITE,51.0,Ok,Infinity Depth Games 5,Depth Competition,2019-10-17,other,2019-10-17,Veronika Stedrova,CZE,10,4,3
28,Veronika Stedrova (CZE),2.0,2.0,1.0,21:40,60,60 m,WHITE,60.0,Ok,AIDA Freediving World CUP,Depth Competition,2021-05-11,World Championship,2021-05-11,Veronika Stedrova,CZE,5,5,4
22,Veronika Stedrova (CZE),2.0,2.0,,00:00,63,63 m,RED,0.0,Dqbo-uw,AIDA Freediving World CUP,Depth Competition,2021-05-12,World Championship,2021-05-12,Veronika Stedrova,CZE,5,6,5
26,Veronika Stedrova (CZE),2.0,2.0,,00:00,63,63 m,WHITE,63.0,Ok,Authentic Big Blue 2022 - AIDA,Depth Competition,2022-09-19,other,2022-09-19,Veronika Stedrova,CZE,9,7,6
2,Veronika Stedrova (CZE),2.0,3.0,,00:00,60,55 m,YELLOW,49.0,"No tag,under ap",Authentic Big Blue 2022 - AIDA,Depth Competition,2022-09-20,other,2022-09-20,Veronika Stedrova,CZE,9,8,1
25,Veronika Stedrova (CZE),2.0,2.0,,00:00,65,65 m,WHITE,65.0,Ok,Authentic Big Blue 2022 - AIDA,Depth Competition,2022-09-21,other,2022-09-21,Veronika Stedrova,CZE,9,9,7
5,Veronika Szalontayova (SVK),2.0,2.0,,00:00,32,32 m,WHITE,32.0,OK,AA Depth Minicomp 2011,Competition,2011-06-11,other,2011-06-11,Veronika Szalontayova,SVK,6,1,1
2,Veronika Szalontayova (SVK),2.0,2.0,,00:00,35,35 m,YELLOW,34.0,PEN,AA Depth Minicomp 2013,Depth Competition,2013-06-15,other,2013-06-15,Veronika Szalontayova,SVK,6,2,2
10,Vicky Li (HKG),2.0,2.0,1.0,10:18,40,35 m,YELLOW,29.0,"No tag,under ap",AIDA Panglao Depth Championship 2022 - Encore!,Depth Competition,2022-09-17,Panglao,2022-09-17,Vicky Li,HKG,9,1,1
18,Vicky Li (HKG),2.0,2.0,1.0,12:16,54,54 m NR,WHITE,54.0,Ok,AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-14,other,2023-06-14,Vicky Li,HKG,6,2,2
16,Vicky Li (HKG),2.0,3.0,1.0,11:40,65,65 m NR,WHITE,65.0,Ok,AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-16,other,2023-06-16,Vicky Li,HKG,6,3,1
9,Vicky Sambani (GRC),2.0,2.0,,00:00,30,30 m,WHITE,30.0,OK,Summer Apnea Games 2007 - In Memory of Dimitris Vassilakis,Depth Competition,2007-10-07,other,2007-10-07,Vicky Sambani,GRC,10,1,1
10,Vicky Sambani (GRC),2.0,3.0,,00:00,30,30 m,WHITE,30.0,OK,Summer Apnea Games 2007 - In Memory of Dimitris Vassilakis,Depth Competition,2007-10-07,other,2007-10-07,Vicky Sambani,GRC,10,2,1
54,Victoria Brilliant (UKR),2.0,2.0,,00:00,20,0 m,WHITE,-5.0,W,Big Blue,Depth Competition,2015-11-01,other,2015-11-01,Victoria Brilliant,UKR,11,1,1
55,Victoria Brilliant (UKR),2.0,2.0,,00:00,20,20 m,WHITE,20.0,W,Big Blue,Depth Competition,2015-11-01,other,2015-11-01,Victoria Brilliant,UKR,11,2,2
5,Viktorija Stanulionyte (LTU),2.0,2.0,,00:00,50,50 m NR,WHITE,50.0,Ok,AIDA  Azul Freediving Challenge - yum kin 2021,Depth Competition,2021-05-13,other,2021-05-13,Viktorija Stanulionyte,LTU,5,1,1
6,Viktorija Stanulionyte (LTU),2.0,1.0,,00:00,20,20 m NR,WHITE,20.0,Ok,AIDA  Azul Freediving Challenge - yum kin 2021,Depth Competition,2021-05-15,other,2021-05-15,Viktorija Stanulionyte,LTU,5,2,1
12,Viktoriya Danova (BGR),2.0,3.0,,00:00,33,33 m,WHITE,33.0,OK,Little Blue Hole Competition,Mixed Competition,2014-06-21,other,2014-06-21,Viktoriya Danova,BGR,6,1,1
8,Violeta Sanjuan (ESP),2.0,2.0,,00:00,35,35 m,RED,0.0,DQSP,Vertical Blue 2016,Mixed Competition,2016-04-23,VB,2016-04-23,Violeta Sanjuan,ESP,4,1,1
1,Violeta Sanjuan (ESP),2.0,2.0,,00:00,37,37 m,WHITE,37.0,NR,Vertical Blue 2016,Mixed Competition,2016-05-01,VB,2016-05-01,Violeta Sanjuan,ESP,5,2,2
6,Violeta Sanjuan (ESP),2.0,2.0,,00:00,42,42 m,WHITE,42.0,NR,Vertical Blue 2016,Mixed Competition,2016-05-02,VB,2016-05-02,Violeta Sanjuan,ESP,5,3,3
23,Violette Salvan-Pugliese (FRA),2.0,3.0,1.0,13:12,65,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-07,World Championship,2023-08-07,Violette Salvan-Pugliese,FRA,8,1,1
23,Violette Salvan-Pugliese (FRA),2.0,3.0,1.0,13:12,65,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-08,World Championship,2023-08-08,Violette Salvan-Pugliese,FRA,8,2,2
23,Violette Salvan-Pugliese (FRA),2.0,3.0,1.0,13:12,65,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-10,World Championship,2023-08-10,Violette Salvan-Pugliese,FRA,8,3,3
23,Violette Salvan-Pugliese (FRA),2.0,3.0,1.0,13:12,65,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-11,World Championship,2023-08-11,Violette Salvan-Pugliese,FRA,8,4,4
23,Violette Salvan-Pugliese (FRA),2.0,3.0,1.0,13:12,65,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-13,World Championship,2023-08-13,Violette Salvan-Pugliese,FRA,8,5,5
23,Violette Salvan-Pugliese (FRA),2.0,3.0,1.0,13:12,65,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-14,World Championship,2023-08-14,Violette Salvan-Pugliese,FRA,8,6,6
111,Virginie Boissier (FRA),2.0,3.0,,00:00,20,20 m,WHITE,20.0,OK,4ème Manche Coupe d AIDA France 2004,Mixed Competition,2004-05-06,other,2004-05-06,Virginie Boissier,FRA,5,1,1
1,Virginie Mafiodo (FRA),2.0,3.0,,00:00,32,32 m,WHITE,32.0,-,2016 Yazbeck China Depth National Championship,Depth Competition,2016-08-15,other,2016-08-15,Virginie Mafiodo,FRA,8,1,1
1,Virginie Mafiodo (FRA),2.0,2.0,,00:00,42,42 m,WHITE,42.0,-,2016 Yazbeck China Depth National Championship,Depth Competition,2016-08-16,other,2016-08-16,Virginie Mafiodo,FRA,8,2,1
17,Virginie Mafiodo (FRA),2.0,3.0,,00:00,35,35 m,YELLOW,30.0,Grab,Australian Depth National Freediving Championship 2016,Depth Competition,2016-11-07,other,2016-11-07,Virginie Mafiodo,FRA,11,3,2
10,Virginie Mafiodo (FRA),2.0,2.0,,00:00,47,12 m,RED,0.0,SP,Australian Depth National Freediving Championship 2016,Depth Competition,2016-11-14,other,2016-11-14,Virginie Mafiodo,FRA,11,4,2
10,Virginie Mafiodo (FRA),2.0,2.0,,00:00,52,14 m,YELLOW,0.0,-,Australian Depth National Freediving Championship 2016,Depth Competition,2016-11-15,other,2016-11-15,Virginie Mafiodo,FRA,11,5,3
34,Virginie Marre (FRA),2.0,2.0,1.0,14:00,40,40 m,WHITE,40.0,Ok,AIDA NICE ABYSS CONTEST 2022,Depth Competition,2022-06-25,NAC,2022-06-25,Virginie Marre,FRA,6,1,1
24,Virginie Perrot (FRA),2.0,1.0,1.0,12:53,30,30 m,WHITE,30.0,Ok,NAC AIDA 2021,Depth Competition,2021-06-19,NAC,2021-06-19,Virginie Perrot,FRA,6,1,1
25,Virginie Perrot (FRA),2.0,1.0,1.0,13:00,32,32 m,WHITE,32.0,Ok,NAC AIDA 2021,Depth Competition,2021-06-20,NAC,2021-06-20,Virginie Perrot,FRA,6,2,2
16,Vita Kremser (SVN),2.0,2.0,,00:00,20,20 m,WHITE,20.0,Ok,ADC AIDA competition,Depth Competition,2021-08-31,other,2021-08-31,Vita Kremser,SVN,8,1,1
55,Vivian Chan (MYS),2.0,2.0,,00:00,20,15 m,YELLOW,10.0,PEN,Andaman 2012 Freediving Competition,Mixed Competition,2012-02-09,other,2012-02-09,Vivian Chan,MYS,2,1,1
61,Vivian Chan (MYS),2.0,3.0,,00:00,15,15 m,WHITE,15.0,OK,Andaman 2012 Freediving Competition,Mixed Competition,2012-02-09,other,2012-02-09,Vivian Chan,MYS,2,2,1
67,Vivian Chan (MYS),2.0,1.0,,00:00,12,12 m,WHITE,12.0,OK,Andaman 2012 Freediving Competition,Mixed Competition,2012-02-09,other,2012-02-09,Vivian Chan,MYS,2,3,1
5,Vivian Nikoloudi (GRC),2.0,2.0,,00:00,35,35 m,WHITE,35.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16,other,2018-09-16,Vivian Nikoloudi,GRC,9,1,1
19,Vivian Nikoloudi (GRC),2.0,2.0,,00:00,36,34 m,YELLOW,31.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-17,other,2018-09-17,Vivian Nikoloudi,GRC,9,2,2
16,Vivian Nikoloudi (GRC),2.0,2.0,,00:00,36,30 m,YELLOW,23.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18,other,2018-09-18,Vivian Nikoloudi,GRC,9,3,3
17,Vivian Nikoloudi (GRC),2.0,2.0,,00:00,36,36 m,WHITE,36.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19,other,2018-09-19,Vivian Nikoloudi,GRC,9,4,4
28,Vivienne Kohler (CHE),2.0,3.0,,00:00,36,36 m,WHITE,36.0,OK,Swiss Championship 2015 Lake of Zurich,Depth Competition,2015-08-15,other,2015-08-15,Vivienne Kohler,CHE,8,1,1
29,Vivienne Kohler (CHE),2.0,2.0,,00:00,32,32 m,WHITE,32.0,OK,Swiss Championship 2015 Lake of Zurich,Depth Competition,2015-08-15,other,2015-08-15,Vivienne Kohler,CHE,8,2,1
25,Véronique Peere (BEL),2.0,3.0,,00:00,0,18 m,WHITE,18.0,OK,Final stage of the 2002 Belgium Cup,Competition,2002-07-27,other,2002-07-27,Véronique Peere,BEL,7,1,1
127,Véronique Peere (BEL),2.0,3.0,,00:00,25,25 m,WHITE,25.0,OK,Sony Freediver Open Classic 2003,Mixed Competition,2003-05-29,other,2003-05-29,Véronique Peere,BEL,5,2,2
13,Véronique Peere (BEL),2.0,2.0,,00:00,23,23 m,WHITE,23.0,OK,Round 5 of the Belgium Cup 2003,Competition,2003-06-29,other,2003-06-29,Véronique Peere,BEL,6,3,1
20,Véronique Peere (BEL),2.0,3.0,,00:00,24,24 m,WHITE,24.0,OK,Round 6 of the Belgium Cup 2003,Competition,2003-09-07,other,2003-09-07,Véronique Peere,BEL,9,4,3
2,Walaipun Leethanachai (THA),2.0,2.0,,00:00,43,35 m,YELLOW,26.0,"No tag,rp<ap",AIDA Apnea Association of Singapore  Depth Competition Bali 2019,Depth Competition,2019-09-17,other,2019-09-17,Walaipun Leethanachai,THA,9,1,1
14,Walaipun Leethanachai (THA),2.0,2.0,,00:00,43,43 m,WHITE,43.0,Ok,AIDA Apnea Association of Singapore  Depth Competition Bali 2019,Depth Competition,2019-09-18,other,2019-09-18,Walaipun Leethanachai,THA,9,2,2
12,Walaipun Leethanachai (THA),2.0,2.0,,00:00,44,44 m,WHITE,44.0,Ok,AIDA SABANG INTERNATIONAL FREEDIVING COMPETITION 2019,Depth Competition,2019-11-05,other,2019-11-05,Walaipun Leethanachai,THA,11,3,3
13,Walaipun Leethanachai (THA),2.0,1.0,1.0,17:35,22,22 m,WHITE,22.0,Ok,AIDA SABANG INTERNATIONAL FREEDIVING COMPETITION 2019,Depth Competition,2019-11-07,other,2019-11-07,Walaipun Leethanachai,THA,11,4,1
10,Wang Qi (CHN),2.0,3.0,,00:00,50,50 m,WHITE,50.0,-,Asian Freediving Cup 2018,Depth Competition,2018-06-08,other,2018-06-08,Wang Qi,CHN,6,1,1
