,Diver,Gender,Discipline,AP,RP,Card,Points,Remarks,Event Type,Day,Month,Year,Experience Dive,Experience Discipline,Country
10898,Kostas Mylonakis (GRC),M,FIM,40,40,WHITE,40.0,OK,Depth Competition,2009-07-12,7,2009,0,0,GRC
10897,Andreas Klados (GRC),M,CWT,15,15,WHITE,15.0,OK,Depth Competition,2009-07-12,7,2009,0,0,GRC
10889,Christos Papadopoulos (GRC),M,FIM,37,37,WHITE,37.0,OK,Depth Competition,2009-07-12,7,2009,0,0,GRC
10888,Stavros Christofilopoulos (GRC),M,CNF,32,32,WHITE,32.0,OK,Depth Competition,2009-07-12,7,2009,1,1,GRC
10893,Kostas Mastrantonakis (GRC),M,CWT,35,35,WHITE,35.0,OK,Depth Competition,2009-07-12,7,2009,0,0,GRC
10894,Ieronymos Raisis (GRC),M,CWT,20,20,WHITE,20.0,OK,Depth Competition,2009-07-12,7,2009,0,0,GRC
10887,Idomeneas Georgiakakis (GRC),M,CWT,45,45,WHITE,45.0,OK,Depth Competition,2009-07-12,7,2009,0,0,GRC
10886,Kirkinis Manthos (GRC),M,CWT,42,42,WHITE,42.0,OK,Depth Competition,2009-07-12,7,2009,4,2,GRC
10885,Vlachakis Nektarios (GRC),M,CWT,29,29,YELLOW,24.0,PEN,Depth Competition,2009-07-12,7,2009,3,1,GRC
10884,Grigoris Giakoumakis (GRC),M,CWT,27,27,WHITE,27.0,OK,Depth Competition,2009-07-12,7,2009,3,1,GRC
10895,Yiannis Loukidis (GRC),M,CWT,28,28,WHITE,28.0,OK,Depth Competition,2009-07-12,7,2009,0,0,GRC
10882,Nikos Psarakis (GRC),M,CWT,50,46,WHITE,46.0,OK,Depth Competition,2009-07-12,7,2009,2,2,GRC
10890,Ignatios Kiritsis (GRC),M,FIM,33,33,WHITE,33.0,OK,Depth Competition,2009-07-12,7,2009,0,0,GRC
10896,Nikos Skianis (GRC),M,CWT,17,17,WHITE,17.0,OK,Depth Competition,2009-07-12,7,2009,0,0,GRC
10891,Spiridoula Pappa (GRC),F,CWT,20,20,WHITE,20.0,OK,Depth Competition,2009-07-12,7,2009,0,0,GRC
10892,Manos Papadakis (GRC),M,CWT,46,-2,RED,0.0,DQBO,Depth Competition,2009-07-12,7,2009,0,0,GRC
10883,Yuliya Ilkevich (BLR),F,CWT,38,38,WHITE,38.0,OK,Depth Competition,2009-07-12,7,2009,2,2,BLR
3465,Naoyuki Tominaga (JPN),M,CNF,65,-2,RED,0.0,DQOTHER,Depth Competition,2009-07-17,7,2009,4,1,JPN
3466,Misuzu Hirai (JPN),F,CWT,68,68,WHITE,68.0,OK,Depth Competition,2009-07-17,7,2009,14,8,JPN
3467,Shigeki Moriya (JPN),M,CNF,40,-2,RED,0.0,DQBO,Depth Competition,2009-07-17,7,2009,1,1,JPN
3468,Motoko Ishiwata (JPN),F,CWT,20,20,WHITE,20.0,OK,Depth Competition,2009-07-17,7,2009,6,2,JPN
3469,Takanori Kumazawa (JPN),M,FIM,41,41,WHITE,41.0,OK,Depth Competition,2009-07-17,7,2009,6,3,JPN
3470,Tatsuma Kitahara (JPN),M,CNF,41,41,WHITE,41.0,OK,Depth Competition,2009-07-17,7,2009,4,1,JPN
3471,Hiroshi Sakai (JPN),M,CWT,69,65,YELLOW,60.0,PEN,Depth Competition,2009-07-17,7,2009,3,2,JPN
3474,Yasushi Okawa (JPN),M,CWT,47,47,WHITE,47.0,OK,Depth Competition,2009-07-17,7,2009,7,2,JPN
3473,Tetsuya Yokoyama (JPN),M,CWT,76,62,YELLOW,47.0,PEN,Depth Competition,2009-07-17,7,2009,3,1,JPN
3475,Michael Alexander Cresswell (GBR),M,FIM,60,-2,RED,0.0,DQSP,Depth Competition,2009-07-17,7,2009,3,1,GBR
3476,Yui Takagi (JPN),F,CWT,40,-2,RED,0.0,DQBO,Depth Competition,2009-07-17,7,2009,4,2,JPN
3478,Yushi Tamaki (JPN),M,CWT,45,-2,RED,0.0,DQOTHER,Depth Competition,2009-07-17,7,2009,0,0,JPN
3479,Kenichi Watanabe (JPN),F,CWT,15,7,YELLOW,0.0,PEN,Depth Competition,2009-07-17,7,2009,0,0,JPN
3480,Go Noguchi (JPN),F,CWT,10,10,WHITE,10.0,OK,Depth Competition,2009-07-17,7,2009,0,0,JPN
3472,Yuki Muto (JPN),F,CWT,41,-2,RED,0.0,DQBO,Depth Competition,2009-07-17,7,2009,6,3,JPN
3477,Chikako Hara (JPN),F,FIM,22,22,YELLOW,21.0,PEN,Depth Competition,2009-07-17,7,2009,3,1,JPN
4010,Samantha Kirby (GBR),F,CWT,36,32,YELLOW,27.0,PEN,Depth Competition,2009-07-19,7,2009,3,3,GBR
3496,Naoko Yamada (JPN),F,CWT,19,19,WHITE,19.0,OK,Mixed Competition,2009-07-19,7,2009,0,0,JPN
3492,Yuki Muto (JPN),F,CWT,41,-2,RED,0.0,DQOTHER,Mixed Competition,2009-07-19,7,2009,7,4,JPN
3491,Yoshio Kimura (JPN),M,CWT,48,-2,RED,0.0,DQOTHER,Mixed Competition,2009-07-19,7,2009,2,2,JPN
3490,Tetsuya Hara (JPN),M,CWT,27,27,WHITE,27.0,OK,Mixed Competition,2009-07-19,7,2009,0,0,JPN
3489,Sawako Maruyama (JPN),F,CWT,8,8,WHITE,8.0,OK,Mixed Competition,2009-07-19,7,2009,0,0,JPN
3488,Hiroshi Sakai (JPN),M,CWT,65,65,WHITE,65.0,OK,Mixed Competition,2009-07-19,7,2009,4,3,JPN
4034,John Cooknell (GBR),M,CWT,31,31,WHITE,31.0,OK,Depth Competition,2009-07-19,7,2009,0,0,GBR
3486,Motoko Ishiwata (JPN),F,CWT,23,23,WHITE,23.0,OK,Mixed Competition,2009-07-19,7,2009,7,3,JPN
3485,Misuzu Hirai (JPN),F,CWT,71,65,YELLOW,58.0,PEN,Mixed Competition,2009-07-19,7,2009,15,9,JPN
3484,Shun Oshima (JPN),M,CWT,75,-2,RED,0.0,DQOTHER,Mixed Competition,2009-07-19,7,2009,10,7,JPN
3483,Naoyuki Tominaga (JPN),M,CWT,60,-2,RED,0.0,DQOTHER,Mixed Competition,2009-07-19,7,2009,5,3,JPN
4041,Marc Lenoir (FRA),M,FIM,52,26,YELLOW,26.0,PEN,Depth Competition,2009-07-19,7,2009,6,6,FRA
3493,Reiko Asakura (JPN),F,CWT,22,22,WHITE,22.0,OK,Mixed Competition,2009-07-19,7,2009,1,1,JPN
4040,Marc Lenoir (FRA),M,CWT,45,14,YELLOW,14.0,PEN,Depth Competition,2009-07-19,7,2009,7,0,FRA
4038,Kattie Lussier (CAN),F,CWT,30,30,WHITE,30.0,OK,Depth Competition,2009-07-19,7,2009,0,0,CAN
4037,James Cluskey (GBR),M,FIM,35,35,WHITE,35.0,OK,Depth Competition,2009-07-19,7,2009,0,0,GBR
4036,James Cluskey (GBR),M,CWT,40,36,YELLOW,31.0,PEN,Depth Competition,2009-07-19,7,2009,1,0,GBR
4026,David Tranfield (GBR),M,CNF,43,-2,RED,0.0,DQOTHER,Depth Competition,2009-07-19,7,2009,17,8,GBR
4027,David Tranfield (GBR),M,FIM,52,-2,RED,0.0,DQSP,Depth Competition,2009-07-19,7,2009,18,5,GBR
4028,Stuart Bond (GBR),M,CWT,54,54,WHITE,54.0,OK,Depth Competition,2009-07-19,7,2009,8,6,GBR
4029,Stuart Bond (GBR),M,FIM,51,51,YELLOW,50.0,PEN,Depth Competition,2009-07-19,7,2009,9,1,GBR
4030,Ferenc Worum (HUN),M,CNF,33,33,WHITE,33.0,OK,Depth Competition,2009-07-19,7,2009,0,0,HUN
4031,Ferenc Worum (HUN),M,FIM,35,35,WHITE,35.0,OK,Depth Competition,2009-07-19,7,2009,1,0,HUN
4032,Ian Campbell (AUS),M,CWT,33,-2,RED,0.0,DQOTHER,Depth Competition,2009-07-19,7,2009,0,0,AUS
4033,Ian Campbell (AUS),M,FIM,36,36,WHITE,36.0,OK,Depth Competition,2009-07-19,7,2009,1,0,AUS
4039,Kattie Lussier (CAN),F,CNF,20,20,WHITE,20.0,OK,Depth Competition,2009-07-19,7,2009,1,0,CAN
3494,Tetsuya Yokoyama (JPN),M,CWT,76,76,WHITE,76.0,OK,Mixed Competition,2009-07-19,7,2009,4,2,JPN
3487,Tatsuma Kitahara (JPN),M,CWT,45,45,WHITE,45.0,OK,Mixed Competition,2009-07-19,7,2009,5,1,JPN
3497,Michael Alexander Cresswell (GBR),M,CWT,40,-2,RED,0.0,DQOTHER,Mixed Competition,2009-07-19,7,2009,4,1,GBR
4011,Samantha Kirby (GBR),F,CNF,15,15,WHITE,15.0,OK,Depth Competition,2009-07-19,7,2009,4,0,GBR
4012,David King (GBR),M,CNF,30,30,YELLOW,25.0,PEN,Depth Competition,2009-07-19,7,2009,10,0,GBR
4013,David King (GBR),M,FIM,40,40,WHITE,40.0,OK,Depth Competition,2009-07-19,7,2009,11,1,GBR
4014,Mark Harris (GBR),M,FIM,70,31,YELLOW,31.0,PEN,Depth Competition,2009-07-19,7,2009,18,2,GBR
4015,Mark Harris (GBR),M,CWT,64,58,YELLOW,51.0,PEN,Depth Competition,2009-07-19,7,2009,19,13,GBR
4016,Ross Matthews (GBR),M,CWT,30,-2,RED,0.0,DQSP,Depth Competition,2009-07-19,7,2009,1,1,GBR
4017,Ross Matthews (GBR),M,FIM,25,25,WHITE,25.0,OK,Depth Competition,2009-07-19,7,2009,2,0,GBR
4018,Liv Philip (GBR),F,CWT,54,-2,RED,0.0,DQOTHER,Depth Competition,2009-07-19,7,2009,18,10,GBR
4019,Liv Philip (GBR),F,FIM,50,26,YELLOW,1.0,PEN,Depth Competition,2009-07-19,7,2009,19,5,GBR
4020,Mandy Buckley (GBR),F,CWT,35,-2,RED,0.0,DQSP,Depth Competition,2009-07-19,7,2009,1,1,GBR
4021,Mandy Buckley (GBR),F,FIM,25,25,WHITE,25.0,OK,Depth Competition,2009-07-19,7,2009,2,0,GBR
4022,Georgina Miller (GBR),F,CWT,44,30,YELLOW,15.0,PEN,Depth Competition,2009-07-19,7,2009,28,17,GBR
4023,Georgina Miller (GBR),F,FIM,38,31,YELLOW,23.0,PEN,Depth Competition,2009-07-19,7,2009,29,5,GBR
4024,Erland Breidal (NOR),M,FIM,62,-2,RED,0.0,DQOTHER,Depth Competition,2009-07-19,7,2009,4,1,NOR
3495,Yasushi Okawa (JPN),M,CWT,48,45,YELLOW,41.0,PEN,Mixed Competition,2009-07-19,7,2009,8,3,JPN
4035,John Cooknell (GBR),M,FIM,29,-2,RED,0.0,DQSP,Depth Competition,2009-07-19,7,2009,1,0,GBR
3498,Yui Takagi (JPN),F,CWT,36,-2,RED,0.0,DQOTHER,Mixed Competition,2009-07-19,7,2009,5,3,JPN
3499,Chikako Hara (JPN),F,CWT,30,25,YELLOW,19.0,PEN,Mixed Competition,2009-07-19,7,2009,4,1,JPN
3500,Masayo Yoshida (JPN),F,CWT,8,8,WHITE,8.0,OK,Mixed Competition,2009-07-19,7,2009,0,0,JPN
3501,Kazuo Aoyama (JPN),M,CWT,31,31,WHITE,31.0,OK,Mixed Competition,2009-07-19,7,2009,0,0,JPN
3502,Tomomi Suga (JPN),F,CWT,30,30,WHITE,30.0,OK,Mixed Competition,2009-07-19,7,2009,0,0,JPN
3503,Tsuneo Uchida (JPN),M,CWT,10,10,WHITE,10.0,OK,Mixed Competition,2009-07-19,7,2009,0,0,JPN
3504,Yushi Tamaki (JPN),M,CWT,30,30,WHITE,30.0,OK,Mixed Competition,2009-07-19,7,2009,1,1,JPN
3505,Akira Kanazawa (JPN),M,CWT,30,30,WHITE,30.0,OK,Mixed Competition,2009-07-19,7,2009,0,0,JPN
3482,Kousuke Okamoto (JPN),M,CWT,34,34,WHITE,34.0,OK,Mixed Competition,2009-07-19,7,2009,9,4,JPN
3481,Yoshiro Konno (JPN),M,CWT,55,55,WHITE,55.0,OK,Mixed Competition,2009-07-19,7,2009,7,6,JPN
4025,Erland Breidal (NOR),M,CWT,68,68,WHITE,68.0,OK,Depth Competition,2009-07-19,7,2009,5,2,NOR
10547,Emilia Biała (POL),F,FIM,40,40,WHITE,40.0,OK,Depth Competition,2009-07-25,7,2009,25,3,POL
10552,Mayra Vez (CHE),F,FIM,35,29,YELLOW,22.0,PEN,Depth Competition,2009-07-25,7,2009,3,1,CHE
10551,Mayra Vez (CHE),F,CWT,35,32,YELLOW,28.0,PEN,Depth Competition,2009-07-25,7,2009,4,1,CHE
10550,Michael Naef (CHE),M,FIM,50,50,WHITE,50.0,OK,Depth Competition,2009-07-25,7,2009,0,0,CHE
10537,Olivier Haug (DEU),M,CWT,56,56,WHITE,56.0,OK,Depth Competition,2009-07-25,7,2009,3,3,DEU
10538,Olivier Haug (DEU),M,FIM,62,62,WHITE,62.0,OK,Depth Competition,2009-07-25,7,2009,4,0,DEU
10539,Bettina Wolfer (CHE),F,CWT,46,46,WHITE,46.0,OK,Depth Competition,2009-07-25,7,2009,17,7,CHE
10540,Bettina Wolfer (CHE),F,FIM,45,44,YELLOW,42.0,PEN,Depth Competition,2009-07-25,7,2009,18,6,CHE
10541,Jürg Suter (CHE),M,CWT,47,33,YELLOW,18.0,PEN,Depth Competition,2009-07-25,7,2009,7,3,CHE
10549,Michael Naef (CHE),M,CWT,51,51,WHITE,51.0,OK,Depth Competition,2009-07-25,7,2009,1,0,CHE
10543,Andrea Egger (CHE),F,FIM,31,31,WHITE,31.0,OK,Depth Competition,2009-07-25,7,2009,0,0,CHE
10545,Barbara Hügli (CHE),F,FIM,25,25,WHITE,25.0,OK,Depth Competition,2009-07-25,7,2009,3,1,CHE
10546,Emilia Biała (POL),F,CWT,46,46,YELLOW,45.0,PEN,Depth Competition,2009-07-25,7,2009,26,21,POL
10548,Emilia Biała (POL),F,CNF,36,31,YELLOW,25.0,PEN,Depth Competition,2009-07-25,7,2009,27,1,POL
10542,Andrea Egger (CHE),F,CWT,41,41,WHITE,41.0,OK,Depth Competition,2009-07-25,7,2009,1,0,CHE
10544,Barbara Hügli (CHE),F,CWT,30,30,WHITE,30.0,OK,Depth Competition,2009-07-25,7,2009,4,1,CHE
8670,Marie-Odile Hogue (CAN),F,CWT,28,28,WHITE,28.0,OK,Competition,2009-07-25,7,2009,0,0,CAN
8662,Peter Scott (CAN),M,CWT,61,46,YELLOW,30.0,PEN,Competition,2009-07-25,7,2009,4,4,CAN
8663,Peter Scott (CAN),M,CNF,45,40,YELLOW,34.0,PEN,Competition,2009-07-25,7,2009,5,0,CAN
8664,Roberta Cenedese (CAN),F,CWT,50,40,YELLOW,29.0,PEN,Competition,2009-07-25,7,2009,1,1,CAN
8665,Roberta Cenedese (CAN),F,FIM,40,40,YELLOW,39.0,PEN,Competition,2009-07-25,7,2009,2,0,CAN
8666,Matthew Townsend (USA),M,CWT,42,42,WHITE,42.0,OK,Competition,2009-07-25,7,2009,1,1,USA
8667,Philippe Beauchamp (CAN),M,CWT,43,43,WHITE,43.0,OK,Competition,2009-07-25,7,2009,3,1,CAN
8668,Francois Leduc (CAN),M,CWT,36,36,WHITE,36.0,OK,Competition,2009-07-25,7,2009,0,0,CAN
8669,Houyon Paul (BEL),M,FIM,23,-2,RED,0.0,DQSP,Competition,2009-07-25,7,2009,0,0,BEL
8671,Marie-Odile Hogue (CAN),F,FIM,30,30,WHITE,30.0,OK,Competition,2009-07-25,7,2009,1,0,CAN
8672,Ralph Maurin (CAN),M,CWT,30,-2,RED,0.0,DQOTHER,Competition,2009-07-25,7,2009,0,0,CAN
8673,Ralph Maurin (CAN),M,FIM,20,20,WHITE,20.0,OK,Competition,2009-07-25,7,2009,1,0,CAN
8674,Lars Graefe (DEU),M,CNF,30,30,WHITE,30.0,OK,Competition,2009-07-25,7,2009,0,0,DEU
8675,Martin Lebrun (CAN),M,FIM,15,15,WHITE,15.0,OK,Competition,2009-07-25,7,2009,0,0,CAN
2726,Vicente Cammarano (USA),M,CWT,35,35,WHITE,35.0,OK,Competition,2009-07-26,7,2009,0,0,USA
2727,Vicente Cammarano (USA),M,CWT,40,40,WHITE,40.0,OK,Competition,2009-07-26,7,2009,1,1,USA
2728,Will Wiggins (USA),M,FIM,25,-2,RED,0.0,DQOTHER,Competition,2009-07-26,7,2009,0,0,USA
2725,Ezequiel Goldberg (USA),M,CWT,45,38,YELLOW,30.0,PEN,Competition,2009-07-26,7,2009,0,0,USA
2729,Will Wiggins (USA),M,FIM,25,0,WHITE,0.0,OK,Competition,2009-07-26,7,2009,1,1,USA
2724,Ezequiel Goldberg (USA),M,CWT,40,40,WHITE,40.0,OK,Competition,2009-07-26,7,2009,1,1,USA
2721,Jared Schmelzer (USA),M,CWT,65,0,WHITE,0.0,OK,Competition,2009-07-26,7,2009,6,4,USA
2722,Brett Scaglione (USA),M,CWT,45,45,WHITE,45.0,OK,Competition,2009-07-26,7,2009,3,1,USA
2720,Jared Schmelzer (USA),M,CWT,60,60,WHITE,60.0,OK,Competition,2009-07-26,7,2009,7,5,USA
2719,Martin Stepanek (CZE),M,CNF,60,60,WHITE,60.0,OK,Competition,2009-07-26,7,2009,15,1,CZE
2723,Brett Scaglione (USA),M,CWT,50,50,WHITE,50.0,OK,Competition,2009-07-26,7,2009,4,2,USA
9853,Michal Mrozowski (POL),M,FIM,37,37,WHITE,37.0,OK,Depth Competition,2009-07-27,7,2009,0,0,POL
9844,Robert Cetler (POL),M,FIM,70,50,YELLOW,29.0,PEN,Depth Competition,2009-07-27,7,2009,1,0,POL
9845,Robert Cetler (POL),M,CWT,62,62,WHITE,62.0,OK,Depth Competition,2009-07-27,7,2009,2,1,POL
9846,Robert Cetler (POL),M,CWT,60,60,WHITE,60.0,OK,Depth Competition,2009-07-27,7,2009,3,2,POL
9847,Jonas Krahn (DEU),M,CWT,67,61,YELLOW,61.0,PEN,Depth Competition,2009-07-27,7,2009,5,2,DEU
9848,Jonas Krahn (DEU),M,FIM,71,71,WHITE,71.0,OK,Depth Competition,2009-07-27,7,2009,6,0,DEU
9849,Jonas Krahn (DEU),M,FIM,66,66,WHITE,66.0,OK,Depth Competition,2009-07-27,7,2009,7,1,DEU
9850,Jonas Krahn (DEU),M,CWT,65,-2,RED,0.0,DQOTHER,Depth Competition,2009-07-27,7,2009,8,3,DEU
9843,Robert Cetler (POL),M,CWT,64,64,WHITE,64.0,OK,Depth Competition,2009-07-27,7,2009,4,3,POL
9851,Michal Mrozowski (POL),M,FIM,45,25,YELLOW,25.0,PEN,Depth Competition,2009-07-27,7,2009,1,1,POL
9852,Michal Mrozowski (POL),M,FIM,44,44,WHITE,44.0,OK,Depth Competition,2009-07-27,7,2009,2,2,POL
9854,Michal Mrozowski (POL),M,FIM,30,30,WHITE,30.0,OK,Depth Competition,2009-07-27,7,2009,3,3,POL
9870,Karol Szaro (POL),M,CNF,28,28,WHITE,28.0,OK,Depth Competition,2009-07-27,7,2009,0,0,POL
9856,Marcin Niedzielski (POL),M,FIM,37,37,WHITE,37.0,OK,Depth Competition,2009-07-27,7,2009,0,0,POL
9869,Karol Szaro (POL),M,CWT,36,36,WHITE,36.0,OK,Depth Competition,2009-07-27,7,2009,1,0,POL
9868,Konrad Wojnar (POL),F,CWT,40,40,WHITE,40.0,OK,Depth Competition,2009-07-27,7,2009,0,0,POL
9867,Konrad Wojnar (POL),F,CWT,46,46,WHITE,46.0,OK,Depth Competition,2009-07-27,7,2009,1,1,POL
9866,Konrad Wojnar (POL),F,CNF,36,36,WHITE,36.0,OK,Depth Competition,2009-07-27,7,2009,2,0,POL
9855,Marcin Niedzielski (POL),M,FIM,41,35,YELLOW,35.0,PEN,Depth Competition,2009-07-27,7,2009,1,1,POL
9865,Maciej Lipiec (POL),M,CNF,51,51,WHITE,51.0,OK,Depth Competition,2009-07-27,7,2009,0,0,POL
9864,Maciej Lipiec (POL),M,CNF,55,25,YELLOW,0.0,PEN,Depth Competition,2009-07-27,7,2009,1,1,POL
9871,Karol Szaro (POL),M,FIM,34,34,WHITE,34.0,OK,Depth Competition,2009-07-27,7,2009,2,0,POL
9862,Bartek Janiszewski (POL),M,FIM,57,57,WHITE,57.0,OK,Depth Competition,2009-07-27,7,2009,0,0,POL
9857,Marcin Niedzielski (POL),M,FIM,36,29,YELLOW,21.0,PEN,Depth Competition,2009-07-27,7,2009,2,2,POL
9858,Marcin Niedzielski (POL),M,CWT,35,25,YELLOW,14.0,PEN,Depth Competition,2009-07-27,7,2009,3,0,POL
9859,Bartek Janiszewski (POL),M,FIM,64,61,YELLOW,57.0,PEN,Depth Competition,2009-07-27,7,2009,1,1,POL
9861,Bartek Janiszewski (POL),M,FIM,60,60,WHITE,60.0,OK,Depth Competition,2009-07-27,7,2009,2,2,POL
9860,Bartek Janiszewski (POL),M,FIM,63,63,WHITE,63.0,OK,Depth Competition,2009-07-27,7,2009,3,3,POL
9863,Maciej Lipiec (POL),M,CNF,55,-2,RED,0.0,DQBO,Depth Competition,2009-07-27,7,2009,2,2,POL
2696,Leo Yasumasa Muraoka (USA),M,FIM,83,75,YELLOW,66.0,PEN,Competition,2009-07-30,7,2009,18,11,USA
2697,David Sims (USA),M,CWT,57,-2,RED,0.0,DQSP,Competition,2009-07-30,7,2009,6,3,USA
2699,Annabel Edwards (USA),F,CNF,48,48,WHITE,48.0,OK,Competition,2009-07-30,7,2009,15,2,USA
2700,Kurt Chambers (USA),M,CWT,70,70,WHITE,70.0,OK,Competition,2009-07-30,7,2009,1,0,USA
2701,Kurt Chambers (USA),M,FIM,70,70,WHITE,70.0,OK,Competition,2009-07-30,7,2009,2,0,USA
2702,Julie Bisallion (CAN),F,CWT,50,50,WHITE,50.0,OK,Competition,2009-07-30,7,2009,5,4,CAN
2692,Antony Judge (AUS),M,CWT,83,83,WHITE,83.0,OK,Competition,2009-07-30,7,2009,2,2,AUS
2691,Jessica Wilson (USA),F,CWT,62,62,WHITE,62.0,OK,Competition,2009-07-30,7,2009,17,14,USA
2690,Jessica Wilson (USA),F,CWT,66,66,WHITE,66.0,OK,Competition,2009-07-30,7,2009,18,15,USA
2698,David Sims (USA),M,FIM,55,55,WHITE,55.0,OK,Competition,2009-07-30,7,2009,7,2,USA
2693,Antony Judge (AUS),M,FIM,75,75,WHITE,75.0,OK,Competition,2009-07-30,7,2009,3,0,AUS
2694,Bill Graham (USA),M,FIM,69,66,YELLOW,62.0,PEN,Competition,2009-07-30,7,2009,4,1,USA
2695,Leo Yasumasa Muraoka (USA),M,FIM,76,76,WHITE,76.0,OK,Competition,2009-07-30,7,2009,19,12,USA
2351,Maria Livbjerg (DNK),F,CWT,60,0,WHITE,0.0,OK,Mixed Competition,2009-08-13,8,2009,19,11,DNK
2380,Johan Blomkvist (SWE),M,FIM,36,36,WHITE,36.0,OK,Mixed Competition,2009-08-13,8,2009,0,0,SWE
2350,Maria Livbjerg (DNK),F,FIM,51,51,WHITE,51.0,OK,Mixed Competition,2009-08-13,8,2009,20,3,DNK
2348,Jens Schou (SWE),M,CNF,25,25,WHITE,25.0,OK,Mixed Competition,2009-08-13,8,2009,0,0,SWE
2347,Klara Hansson (SWE),F,CNF,43,43,WHITE,43.0,OK,Mixed Competition,2009-08-13,8,2009,8,1,SWE
2346,Petter Leife (SWE),M,CWT,33,33,WHITE,33.0,OK,Mixed Competition,2009-08-13,8,2009,2,2,SWE
2345,Petter Leife (SWE),M,CWT,33,0,WHITE,0.0,OK,Mixed Competition,2009-08-13,8,2009,3,3,SWE
2344,Peter Boivie (SWE),M,CWT,55,45,YELLOW,34.0,PEN,Mixed Competition,2009-08-13,8,2009,13,9,SWE
2343,Peter Boivie (SWE),M,CWT,54,-2,RED,0.0,DQSP,Mixed Competition,2009-08-13,8,2009,14,10,SWE
2342,Peter Boivie (SWE),M,CWT,50,50,WHITE,50.0,OK,Mixed Competition,2009-08-13,8,2009,15,11,SWE
2341,Johan Thelaus (SWE),M,CWT,65,65,WHITE,65.0,OK,Mixed Competition,2009-08-13,8,2009,17,12,SWE
2379,Johan Blomkvist (SWE),M,FIM,35,35,WHITE,35.0,OK,Mixed Competition,2009-08-13,8,2009,1,1,SWE
2340,Johan Thelaus (SWE),M,CWT,70,-2,RED,0.0,DQSP,Mixed Competition,2009-08-13,8,2009,18,13,SWE
2338,Erik Milles (SWE),M,CWT,66,53,YELLOW,39.0,PEN,Mixed Competition,2009-08-13,8,2009,14,14,SWE
2337,Erik Milles (SWE),M,CWT,63,50,YELLOW,36.0,PEN,Mixed Competition,2009-08-13,8,2009,15,15,SWE
2336,Erik Milles (SWE),M,CWT,60,60,WHITE,60.0,OK,Mixed Competition,2009-08-13,8,2009,16,16,SWE
2335,Weine Gustavsson (SWE),M,CWT,67,67,WHITE,67.0,OK,Mixed Competition,2009-08-13,8,2009,23,16,SWE
2334,Weine Gustavsson (SWE),M,CWT,65,65,WHITE,65.0,OK,Mixed Competition,2009-08-13,8,2009,24,17,SWE
2333,Weine Gustavsson (SWE),M,CWT,60,60,WHITE,60.0,OK,Mixed Competition,2009-08-13,8,2009,25,18,SWE
2332,Jesper Stechmann (DNK),M,CWT,79,79,WHITE,79.0,OK,Mixed Competition,2009-08-13,8,2009,18,9,DNK
2331,Jesper Stechmann (DNK),M,CNF,55,55,WHITE,55.0,OK,Mixed Competition,2009-08-13,8,2009,19,6,DNK
2330,Jesper Stechmann (DNK),M,CWT,75,75,WHITE,75.0,OK,Mixed Competition,2009-08-13,8,2009,20,10,DNK
2329,Henning Larsen (DNK),M,CWT,60,52,YELLOW,43.0,PEN,Mixed Competition,2009-08-13,8,2009,22,16,DNK
2328,Henning Larsen (DNK),M,CWT,60,51,YELLOW,41.0,PEN,Mixed Competition,2009-08-13,8,2009,23,17,DNK
2339,Johan Thelaus (SWE),M,CWT,50,47,YELLOW,43.0,PEN,Mixed Competition,2009-08-13,8,2009,19,14,SWE
2378,Johan Blomkvist (SWE),M,FIM,30,30,WHITE,30.0,OK,Mixed Competition,2009-08-13,8,2009,2,2,SWE
2353,Britt Møller Hansen (DNK),F,CWT,38,32,YELLOW,25.0,PEN,Mixed Competition,2009-08-13,8,2009,3,2,DNK
2376,Danny Swalas (SWE),M,CWT,35,35,WHITE,35.0,OK,Mixed Competition,2009-08-13,8,2009,0,0,SWE
2362,Maria Hovden (NOR),F,FIM,35,35,WHITE,35.0,OK,Mixed Competition,2009-08-13,8,2009,1,0,NOR
2361,Ruth Griffin (GBR),F,FIM,30,30,WHITE,30.0,OK,Mixed Competition,2009-08-13,8,2009,3,1,GBR
2360,Ruth Griffin (GBR),F,CWT,20,20,WHITE,20.0,OK,Mixed Competition,2009-08-13,8,2009,4,1,GBR
2359,Steinar Schjager (NOR),M,FIM,51,51,YELLOW,50.0,PEN,Mixed Competition,2009-08-13,8,2009,7,2,NOR
2377,Danny Swalas (SWE),M,CWT,40,40,WHITE,40.0,OK,Mixed Competition,2009-08-13,8,2009,1,1,SWE
2358,Steinar Schjager (NOR),M,CNF,50,50,WHITE,50.0,OK,Mixed Competition,2009-08-13,8,2009,8,2,NOR
2357,Steinar Schjager (NOR),M,CNF,51,-2,RED,0.0,DQSP,Mixed Competition,2009-08-13,8,2009,9,3,NOR
2363,Maria Hovden (NOR),F,FIM,40,33,YELLOW,25.0,PEN,Mixed Competition,2009-08-13,8,2009,2,1,NOR
2364,Mads Isberg (DNK),M,CNF,62,-2,RED,0.0,DQBO,Mixed Competition,2009-08-13,8,2009,5,3,DNK
2365,Peter Svensson (SWE),M,CWT,30,30,WHITE,30.0,OK,Mixed Competition,2009-08-13,8,2009,0,0,SWE
2366,Peter Svensson (SWE),M,FIM,30,30,WHITE,30.0,OK,Mixed Competition,2009-08-13,8,2009,1,0,SWE
2367,Peter Svensson (SWE),M,CWT,35,35,WHITE,35.0,OK,Mixed Competition,2009-08-13,8,2009,2,1,SWE
