Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event
4,Ginés Gómez Úbeda (ESP),M,FIM,,00:00,31,31 m,WHITE,31.0,-,Open Costa Brava,Depth Competition,2016-09-10,other
5,Luis Roberto Martinez Lam (MEX),M,CNF,,00:00,51,51 m,WHITE,51.0,-,Open Costa Brava,Depth Competition,2016-09-10,other
1,Sebastian Lira (CHL),M,CWT,,00:00,82,82 m,WHITE,82.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship
2,Amber Bourke (AUS),F,CNF,,00:00,50,50 m,WHITE,50.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship
3,Aran Gilead (ISR),M,CNF,,00:00,59,59 m,WHITE,59.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship
4,Marc Lenoir (FRA),M,FIM,,00:00,53,53 m,WHITE,53.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship
5,Alexey Molchanov (RUS),M,FIM,,00:00,105,105 m,WHITE,105.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship
6,Lena Jovanovic Balta (SRB),F,FIM,,00:00,65,46 m,YELLOW,24.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship
7,Rodolfo Escalante (MEX),M,FIM,,00:00,60,49 m,YELLOW,37.0,-,Big Blue World Cup,Depth Competition,2016-10-24,World Championship
1,Alexey Molchanov (RUS),M,CWT,,00:00,125,125 m,WHITE,125.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship
2,Aran Gilead (ISR),M,CNF,,00:00,61,61 m,WHITE,61.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship
3,Amber Bourke (AUS),F,FIM,,00:00,51,51 m,WHITE,51.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship
4,Marc Lenoir (FRA),M,FIM,,00:00,56,56 m,WHITE,56.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship
5,Rodolfo Escalante (MEX),M,FIM,,00:00,49,49 m,WHITE,49.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship
6,Aurore Asso (FRA),F,FIM,,00:00,70,70 m,WHITE,70.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship
7,Sebastian Lira (CHL),M,FIM,,00:00,85,84 m,YELLOW,82.0,-,Big Blue World Cup,Depth Competition,2016-10-25,World Championship
1,Alexey Molchanov (RUS),M,CWT,,00:00,129,129 m,WHITE,129.0,World Record,Big Blue World Cup,Depth Competition,2016-10-28,World Championship
2,Amber Bourke (AUS),F,CNF,,00:00,53,53 m,WHITE,53.0,-,Big Blue World Cup,Depth Competition,2016-10-28,World Championship
3,Rodolfo Escalante (MEX),M,CNF,,00:00,45,45 m,WHITE,45.0,-,Big Blue World Cup,Depth Competition,2016-10-28,World Championship
4,Marc Lenoir (FRA),M,FIM,,00:00,59,59 m,WHITE,59.0,-,Big Blue World Cup,Depth Competition,2016-10-28,World Championship
5,Sebastian Lira (CHL),M,FIM,,00:00,85,85 m NR,WHITE,85.0,National Record,Big Blue World Cup,Depth Competition,2016-10-28,World Championship
6,Aran Gilead (ISR),M,FIM,,00:00,71,71 m,WHITE,71.0,-,Big Blue World Cup,Depth Competition,2016-10-28,World Championship
1,Aran Gilead (ISR),M,CWT,,00:00,71,71 m,WHITE,71.0,-,Big Blue World Cup,Depth Competition,2016-10-29,World Championship
2,Sebastian Lira (CHL),M,CNF,,00:00,46,46 m,WHITE,46.0,-,Big Blue World Cup,Depth Competition,2016-10-29,World Championship
3,Amber Bourke (AUS),F,FIM,,00:00,53,53 m,WHITE,53.0,-,Big Blue World Cup,Depth Competition,2016-10-29,World Championship
1,Cristian Castaño Villa (COL),M,CNF,,00:00,42,42 m,WHITE,42.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
2,Shuji Hosoda (JPN),M,CNF,,00:00,25,25 m,WHITE,25.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
3,Tomoko Kayama (JPN),F,CNF,,00:00,20,20 m,WHITE,20.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
4,Jeongmin Park (KOR),M,FIM,,00:00,72,72 m,WHITE,72.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
5,Naoto Yoshikawa (JPN),M,FIM,,00:00,55,55 m,WHITE,55.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
6,Mirai Fuse (JPN),F,FIM,,00:00,40,33 m,YELLOW,25.0,"Early turn, no tag",Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
7,Tsukasa Kimura (JPN),M,FIM,,00:00,40,40 m,WHITE,40.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
8,Kagumi Kimura (JPN),F,FIM,,00:00,40,40 m,WHITE,40.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
9,Yuji Ohtani (JPN),M,FIM,,00:00,48,48 m,RED,0.0,BO,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
10,Thibault Guignes (FRA),M,FIM,,00:00,100,100 m,RED,0.0,BO,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
11,Michie Kokusyo (JPN),F,FIM,,00:00,45,45 m,RED,0.0,SP,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
12,Chao Wu (CHN),M,FIM,,00:00,70,70 m,WHITE,70.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
13,Hyungeun Gu (KOR),M,CWT,,00:00,30,30 m,WHITE,30.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
14,Jihoon Choi (KOR),M,CWT,,00:00,35,35 m,WHITE,35.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
15,Hyewon Leem (KOR),F,CWT,,00:00,35,35 m,WHITE,35.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
16,Megumi Suwa (JPN),F,CWT,,00:00,50,50 m,WHITE,50.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
17,Sayuri Kinoshita (JPN),F,CWT,,00:00,80,80 m,WHITE,80.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
18,Taro Oboshi (JPN),M,CWT,,00:00,51,51 m,WHITE,51.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
19,Clinton Laurence (AUS),M,CWT,,00:00,50,50 m,WHITE,50.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-22,Panglao
1,Hyewon Leem (KOR),F,CWT,,00:00,41,19 m,YELLOW,0.0,"Early turn, no tag",Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
2,Jihoon Choi (KOR),M,CWT,,00:00,40,40 m,WHITE,40.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
3,Hyungeun Gu (KOR),M,CWT,,00:00,33,33 m,WHITE,33.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
4,Reiko Asakura (JPN),F,CWT,,00:00,45,18 m,YELLOW,0.0,"Early turn, no tag",Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
5,Taro Oboshi (JPN),M,CWT,,00:00,52,43 m,YELLOW,33.0,"Early turn, no tag",Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
6,Megumi Suwa (JPN),F,CWT,,00:00,53,53 m,YELLOW,43.0,Grab x 2,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
7,Keiichi Sato (JPN),M,CWT,,00:00,27,27 m,WHITE,27.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
8,Yuji Ohtani (JPN),M,CWT,,00:00,30,30 m,WHITE,30.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
9,Tsukasa Kimura (JPN),M,CNF,,00:00,37,37 m,WHITE,37.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
10,Shuji Hosoda (JPN),M,CNF,,00:00,28,28 m,WHITE,28.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
11,Tomoko Kayama (JPN),F,CNF,,00:00,23,23 m,WHITE,23.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
12,Cristian Castaño Villa (COL),M,FIM,,00:00,56,56 m,WHITE,56.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
13,Kagumi Kimura (JPN),F,FIM,,00:00,43,43 m,WHITE,43.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
14,Michie Kokusyo (JPN),F,FIM,,00:00,48,48 m,WHITE,48.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
15,Jin (Sendoh) Wang (CHN),M,FIM,,00:00,90,90 m,WHITE,90.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
16,Mirai Fuse (JPN),F,FIM,,00:00,40,30 m,YELLOW,19.0,"Early turn, no tag",Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
17,Naoto Yoshikawa (JPN),M,FIM,,00:00,58,58 m,WHITE,58.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
18,Jeongmin Park (KOR),M,FIM,,00:00,75,75 m,WHITE,75.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
19,Clinton Laurence (AUS),M,FIM,,00:00,53,53 m,WHITE,53.0,-,Freedive Panglao September Minicomp,Depth Competition,2016-09-23,Panglao
1,Liv Philip (GBR),F,CWT,,00:00,71,71 m,WHITE,71.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other
2,Ashley Chapman (USA),F,CNF,,00:00,60,60 m,WHITE,60.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other
3,Aurore Asso (FRA),F,CNF,,00:00,52,52 m,YELLOW,51.0,No tag,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other
4,Marina Kazankova (RUS),F,FIM,,00:00,51,51 m,WHITE,51.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other
5,Alfredo Roen Martin (ESP),M,CWT,,00:00,98,98 m,YELLOW,93.0,Grab,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other
6,Luis Farina Rodriguez (ESP),M,CWT,,00:00,70,70 m,WHITE,70.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other
7,Carlos Coste (VEN),M,CNF,,00:00,69,69 m NR,WHITE,69.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other
8,Elyoenai Aparicio Suarez (ESP),M,CWT,,00:00,55,55 m,WHITE,55.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other
9,Alex Alvarado (PRI),M,FIM,,00:00,50,50 m,WHITE,50.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other
10,Daniel Maduro (NLD),M,FIM,,00:00,45,45 m,WHITE,45.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other
11,Warley Souza (BRA),M,CWT,,00:00,50,46 m,YELLOW,36.0,"Grab,no tag,under ap",BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other
12,Boy Roozendaal (NLD),M,CWT,,00:00,60,54 m,YELLOW,32.0,"Grab,no tag,under ap",BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other
1,Jeanine Grasmeijer (NLD),F,FIM,,00:00,92,92 m NR,WHITE,92.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other
2,Ashley Chapman (USA),F,CWT,,00:00,84,84 m,WHITE,84.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other
3,Liv Philip (GBR),F,FIM,,00:00,65,65 m,WHITE,65.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other
4,Marina Kazankova (RUS),F,CNF,,00:00,54,54 m,WHITE,54.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other
5,Aurore Asso (FRA),F,CNF,,00:00,53,51 m,YELLOW,48.0,No tag,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other
6,Alfredo Roen Martin (ESP),M,FIM,,00:00,65,65 m,WHITE,65.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other
7,Boy Roozendaal (NLD),M,CWT,,00:00,60,60 m,WHITE,60.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other
8,Elyoenai Aparicio Suarez (ESP),M,CWT,,00:00,58,58 m,WHITE,58.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other
9,Maarten Boon (NLD),M,FIM,,00:00,50,50 m,WHITE,50.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other
10,Luis Farina Rodriguez (ESP),M,FIM,,00:00,50,50 m,WHITE,50.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other
11,Daniel Maduro (NLD),M,FIM,,00:00,48,48 m,WHITE,48.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other
12,Warley Souza (BRA),M,CWT,,00:00,53,49 m,YELLOW,44.0,"No tag,under ap",BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other
1,Ashley Chapman (USA),F,FIM,,00:00,84,84 m,WHITE,84.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other
2,Liv Philip (GBR),F,CWT,,00:00,75,75 m,WHITE,75.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other
3,Marina Kazankova (RUS),F,CWT,,00:00,65,65 m,WHITE,65.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other
4,Aurore Asso (FRA),F,CNF,,00:00,53,53 m,WHITE,53.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other
5,Alfredo Roen Martin (ESP),M,CWT,,00:00,102,102 m,WHITE,102.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other
6,Luis Farina Rodriguez (ESP),M,CWT,,00:00,75,75 m,WHITE,75.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other
7,Daniel Maduro (NLD),M,FIM,,00:00,51,51 m,WHITE,51.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other
8,Elyoenai Aparicio Suarez (ESP),M,FIM,,00:00,51,51 m,WHITE,51.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other
9,Alex Alvarado (PRI),M,CWT,,00:00,50,50 m,YELLOW,45.0,Grab,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other
10,Boy Roozendaal (NLD),M,CNF,,00:00,41,41 m,WHITE,41.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other
11,Maarten Boon (NLD),M,CNF,,00:00,37,37 m,WHITE,37.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other
1,Aurore Asso (FRA),F,CNF,,00:00,54,54 m,WHITE,54.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other
2,Jeanine Grasmeijer (NLD),F,FIM,,00:00,80,65 m,YELLOW,49.0,"No tag,under ap",BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other
3,Liv Philip (GBR),F,CNF,,00:00,45,45 m,WHITE,45.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other
4,Ashley Chapman (USA),F,CWT,,00:00,85,73 m,RED,0.0,"No tag,under ap,dqpull",BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other
5,Boy Roozendaal (NLD),M,FIM,,00:00,55,55 m,WHITE,55.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other
6,Alfredo Roen Martin (ESP),M,CNF,,00:00,50,50 m,WHITE,50.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other
7,Alex Alvarado (PRI),M,CWT,,00:00,50,50 m NR,WHITE,50.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other
8,Elyoenai Aparicio Suarez (ESP),M,CWT,,00:00,61,51 m,YELLOW,40.0,No tag,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other
9,Daniel Maduro (NLD),M,FIM,,00:00,54,47 m,YELLOW,39.0,"No tag,under ap",BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other
10,Luis Farina Rodriguez (ESP),M,CNF,,00:00,37,37 m,WHITE,37.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other
1,Aki Shimoyama (JPN),F,CWT,,00:00,34,34 m,WHITE,34.0,-,17th Manazuru freediving classics,Depth Competition,2016-10-10,other
2,Tetsu Ogushi (JPN),M,CWT,,00:00,26,26 m,WHITE,26.0,-,17th Manazuru freediving classics,Depth Competition,2016-10-10,other
3,Kazuo Aoyama (JPN),M,CNF,,00:00,40,40 m,WHITE,40.0,-,17th Manazuru freediving classics,Depth Competition,2016-10-10,other
4,Michie Kokusyo (JPN),F,CNF,,00:00,37,37 m,WHITE,37.0,-,17th Manazuru freediving classics,Depth Competition,2016-10-10,other
5,Shoko Kizu (JPN),F,CNF,,00:00,30,30 m,WHITE,30.0,-,17th Manazuru freediving classics,Depth Competition,2016-10-10,other
6,Mio Kanemaki (JPN),F,FIM,,00:00,17,17 m,WHITE,17.0,-,17th Manazuru freediving classics,Depth Competition,2016-10-10,other
1,Dean Chaouche (GBR),M,CNF,,00:00,74,74 m,WHITE,74.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
2,Camila Jaber (MEX),F,CNF,,00:00,52,52 m,WHITE,52.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
3,Anna Von Boetticher (DEU),F,CNF,,00:00,47,47 m,WHITE,47.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
4,Sayuri Kinoshita (JPN),F,CNF,,00:00,68,68 m,WHITE,68.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
5,Marianna Gillespie (FRA),F,CWT,,00:00,85,85 m,WHITE,85.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
6,Adam Stern (AUS),M,CWT,,00:00,100,100 m,WHITE,100.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
7,Luke Maillis (BHS),M,CWT,,00:00,46,46 m,WHITE,46.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
8,Georgina Miller (GBR),F,CWT,,00:00,50,50 m,WHITE,50.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
9,Simon Bennett (CHL),M,CWT,,00:00,63,63 m,WHITE,63.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
10,Aolin Wang (CHN),M,CWT,,00:00,80,80 m,WHITE,80.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
11,Misuzu Okamoto (JPN),F,CWT,,00:00,83,83 m,WHITE,83.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
12,Yaron Hoory (ISR),M,CWT,,00:00,85,85 m,RED,0.0,DQBO,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
13,Hanako Hirose (JPN),F,CWT,,00:00,88,88 m,WHITE,88.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
14,Tomoka Fukuda (JPN),F,CWT,,00:00,93,93 m,RED,0.0,DQSP,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
15,Stéphane Tourreau (FRA),M,CWT,,00:00,95,95 m,WHITE,95.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
16,Sofia Gomez (COL),F,CWT,,00:00,93,93 m,WHITE,93.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
17,Kousuke Okamoto (JPN),M,FIM,,00:00,40,40 m,WHITE,40.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
18,Ashleigh Baird (USA),F,FIM,,00:00,40,40 m,WHITE,40.0,-,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
19,Shiv Madhu (),M,FIM,,00:00,90,66 m,YELLOW,41.0,"Short, no tag",Vertical Blue 2016,Mixed Competition,2016-04-22,VB
20,Homar Leuci (ITA),M,FIM,,00:00,95,95 m,WHITE,95.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
21,Stig Pryds (DNK),M,FIM,,00:00,98,98 m,WHITE,98.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
22,Lena Jovanovic Balta (SRB),F,FIM,,00:00,61,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-04-22,VB
1,Sayuri Kinoshita (JPN),F,FIM,,00:00,81,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
2,Kosuke Okamoto (JPN),M,FIM,,00:00,45,45 m,WHITE,45.0,-,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
3,Ashleigh Baird (USA),F,FIM,,00:00,50,50 m,WHITE,50.0,-,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
4,Igor Liberti (CHE),M,FIM,,00:00,52,52 m,WHITE,52.0,-,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
5,Ken Kiriyama (JPN),M,FIM,,00:00,77,57 m,YELLOW,36.0,"Short, no tag",Vertical Blue 2016,Mixed Competition,2016-04-23,VB
6,Sofia Gomez (COL),F,FIM,,00:00,82,82 m,WHITE,82.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
7,Ryuzo Shinomiya (JPN),M,FIM,,00:00,96,96 m,WHITE,96.0,-,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
8,Violeta Sanjuan (ESP),F,FIM,,00:00,35,35 m,RED,0.0,DQSP,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
9,Luke Maillis (BHS),M,CNF,,00:00,37,37 m NR,WHITE,37.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
10,Aurore Asso (FRA),F,CNF,,00:00,45,45 m,WHITE,45.0,-,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
11,Jessea Wenjie Lu (CHN),F,CNF,,00:00,60,60 m,WHITE,60.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
12,William Trubridge (NZL),M,CNF,,00:00,90,90 m,WHITE,90.0,-,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
13,Esmeralda Estrella Navarro Holm (MEX),F,CWT,,00:00,73,73 m,WHITE,73.0,-,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
14,Kate Middleton (NZL),F,CWT,,00:00,78,78 m,WHITE,78.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
15,Hanako Hirose (JPN),F,CWT,,00:00,90,90 m,WHITE,90.0,-,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
16,Stéphane Tourreau (FRA),M,CWT,,00:00,96,96 m,WHITE,96.0,-,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
17,Liv Philip (GBR),F,CWT,,00:00,60,60 m,WHITE,60.0,-,Vertical Blue 2016,Mixed Competition,2016-04-23,VB
1,Ryuzo Shinomiya (JPN),M,FIM,,00:00,99,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
2,Luke Maillis (BHS),M,FIM,,00:00,46,46 m NR,WHITE,46.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
3,Igor Liberti (CHE),M,FIM,,00:00,62,62 m,WHITE,62.0,-,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
4,Adam Stern (AUS),M,FIM,,00:00,88,88 m,WHITE,88.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
5,Dean Chaouche (GBR),M,CWT,,00:00,100,100 m,WHITE,100.0,-,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
6,Anna Von Boetticher (DEU),F,CWT,,00:00,65,65 m,WHITE,65.0,-,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
7,Jessea Wenjie Lu (CHN),F,CWT,,00:00,70,70 m,WHITE,70.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
8,Marianna Gillespie (FRA),F,CWT,,00:00,87,87 m,WHITE,87.0,-,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
9,Stig Pryds (DNK),M,CWT,,00:00,103,103 m,RED,0.0,DQBO,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
10,William Trubridge (NZL),M,CWT,,00:00,112,112 m,WHITE,112.0,-,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
11,Ken Kiriyama (JPN),M,CWT,,00:00,77,50 m,YELLOW,22.0,"Short, no tag",Vertical Blue 2016,Mixed Competition,2016-04-24,VB
12,Georgina Miller (GBR),F,CWT,,00:00,52,52 m,WHITE,52.0,-,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
13,Kate Middleton (NZL),F,CWT,,00:00,82,82 m,WHITE,82.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
14,Aolin Wang (CHN),M,CWT,,00:00,85,85 m,WHITE,85.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
15,Misuzu Okamoto (JPN),F,CWT,,00:00,86,86 m,WHITE,86.0,-,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
16,Alfredo Roen Martin (ESP),M,CWT,,00:00,100,88 m,YELLOW,75.0,"Short, no tag",Vertical Blue 2016,Mixed Competition,2016-04-24,VB
17,Tomoka Fukuda (JPN),F,CWT,,00:00,94,94 m,RED,0.0,DQSP,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
18,Homar Leuci (ITA),M,CWT,,00:00,95,95 m,WHITE,95.0,-,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
19,Camila Jaber (MEX),F,CNF,,00:00,53,53 m,WHITE,53.0,NR,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
20,Aurore Asso (FRA),F,CNF,,00:00,47,47 m,WHITE,47.0,-,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
21,Simon Bennett (CHL),M,CNF,,00:00,50,50 m,RED,0.0,DQBO,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
22,Liv Philip (GBR),F,CNF,,00:00,44,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-04-24,VB
1,Dean Chaouche (GBR),M,FIM,,00:00,87,87 m,WHITE,87.0,-,Vertical Blue 2016,Mixed Competition,2016-04-26,VB
2,Camila Jaber (MEX),F,FIM,,00:00,63,63 m,WHITE,63.0,-,Vertical Blue 2016,Mixed Competition,2016-04-26,VB
3,William Trubridge (NZL),M,FIM,,00:00,116,116 m,WHITE,116.0,-,Vertical Blue 2016,Mixed Competition,2016-04-26,VB
4,Ryuzo Shinomiya (JPN),M,FIM,,00:00,99,87 m,YELLOW,74.0,"Short, no tag",Vertical Blue 2016,Mixed Competition,2016-04-26,VB
5,Georgina Miller (GBR),F,FIM,,00:00,46,46 m,WHITE,46.0,-,Vertical Blue 2016,Mixed Competition,2016-04-26,VB
